Posted On,Rent,BHK,Bathroom,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Point of Contact
30/04/2022,11200,2,2,700,1 out of 2,Super Area,Nanganallur,Chennai,Unfurnished,Bachelors/Family,Contact Owner
02/06/2022,8900,1,1,550,Ground out of 1,Carpet Area,"Karambakkam, Porur",Chennai,Unfurnished,Bachelors/Family,Contact Owner
16/05/2022,12000,1,1,500,Ground out of 2,Super Area,Arumbakkam,Chennai,Unfurnished,Bachelors/Family,Contact Owner
05/07/2022,45000,3,3,1800,2 out of 4,Carpet Area,Royapettah,Chennai,Unfurnished,Bachelors,Contact Agent
29/05/2022,35000,3,2,1550,3 out of 4,Carpet Area,Thiruvanmiyur,Chennai,Semi-Furnished,Bachelors,Contact Agent
10/07/2022,34999,3,3,1462,3 out of 4,Carpet Area,Nandambakkam,Chennai,Semi-Furnished,Family,Contact Agent
17/06/2022,11000,2,2,970,Ground out of 2,Carpet Area,Pallikaranai,Chennai,Semi-Furnished,Bachelors,Contact Owner
29/05/2022,150000,3,3,2300,11 out of 18,Carpet Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors,Contact Agent
22/06/2022,15000,2,1,700,1 out of 2,Super Area,Nanganallur,Chennai,Unfurnished,Bachelors/Family,Contact Owner
17/06/2022,15000,2,2,674,Ground out of 3,Carpet Area,"Chromepet, GST Road",Chennai,Unfurnished,Bachelors,Contact Owner
29/05/2022,10000,2,2,750,Ground out of 1,Carpet Area,Tambaram East,Chennai,Unfurnished,Family,Contact Owner
16/05/2022,12000,2,2,1000,Ground out of 2,Super Area,Tambaram Sanatorium,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
26/05/2022,10000,2,2,1030,1 out of 2,Carpet Area,Camp Road,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
18/05/2022,35000,3,2,1540,3 out of 4,Carpet Area,Ranganathapuram-Medavakkam,Chennai,Furnished,Bachelors,Contact Owner
29/06/2022,40000,3,3,1800,3 out of 5,Carpet Area,T Nagar,Chennai,Unfurnished,Bachelors,Contact Agent
29/05/2022,24000,2,2,1100,2 out of 2,Super Area,Kodambakkam,Chennai,Unfurnished,Bachelors/Family,Contact Owner
11/06/2022,12000,2,2,985,3 out of 17,Super Area,Oragadam Sriperumbudur,Chennai,Unfurnished,Bachelors/Family,Contact Owner
06/07/2022,30000,2,2,1200,3 out of 3,Carpet Area,Mandaiveli,Chennai,Semi-Furnished,Bachelors/Family,Contact Agent
01/06/2022,10000,2,2,1200,1 out of 1,Super Area,"Tambaram, GST Road",Chennai,Unfurnished,Bachelors/Family,Contact Owner
02/07/2022,15000,2,2,900,1 out of 3,Super Area,"Purasawalkam, PH Road",Chennai,Unfurnished,Bachelors/Family,Contact Owner
17/06/2022,33000,2,2,800,1 out of 4,Carpet Area,Abiramapuram,Chennai,Unfurnished,Bachelors/Family,Contact Agent
06/07/2022,9000,2,2,800,1 out of 3,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
25/05/2022,30000,3,3,1500,3 out of 4,Super Area,"Okkiyam Thuraipakkam, E Coast Road",Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
07/06/2022,13000,2,2,680,1 out of 1,Super Area,T.Nagar,Chennai,Unfurnished,Bachelors/Family,Contact Owner
20/06/2022,15000,2,2,800,1 out of 2,Super Area,"KK Nagar West, KK Nagar",Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
06/07/2022,12000,2,2,875,2 out of 2,Super Area,Madipakkam,Chennai,Semi-Furnished,Bachelors,Contact Owner
07/05/2022,20000,2,2,880,1 out of 2,Carpet Area,KK Nagar,Chennai,Semi-Furnished,Family,Contact Owner
07/07/2022,36000,3,3,1500,2 out of 3,Super Area,Choolaimedu,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
21/05/2022,10000,2,2,950,1 out of 1,Super Area,Sithalapakkam,Chennai,Unfurnished,Bachelors/Family,Contact Owner
08/07/2022,16000,2,2,850,Ground out of 2,Super Area,Mambalam West,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
05/07/2022,6000,1,1,700,1 out of 2,Super Area,Pachaiyamman Nagar,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
28/06/2022,22000,3,2,2000,Ground out of 1,Super Area,"Pushpa Colony, Saligramam",Chennai,Semi-Furnished,Family,Contact Owner
16/05/2022,6000,1,1,450,Ground out of 4,Super Area,Nungambakkam,Chennai,Unfurnished,Bachelors/Family,Contact Owner
28/06/2022,6500,1,1,400,2 out of 2,Super Area,Perungudi,Chennai,Unfurnished,Bachelors/Family,Contact Owner
12/05/2022,3000,1,1,350,1 out of 2,Super Area,Ennore,Chennai,Unfurnished,Bachelors/Family,Contact Owner
04/05/2022,27000,3,3,1650,2 out of 2,Carpet Area,"Thillai Ganga Nagar, Nanganallur",Chennai,Semi-Furnished,Family,Contact Owner
30/04/2022,8000,2,1,800,Ground out of 2,Super Area,"Tambaram, GST Road",Chennai,Unfurnished,Bachelors/Family,Contact Owner
20/05/2022,12500,2,1,600,1 out of 2,Super Area,Abiramapuram,Chennai,Unfurnished,Bachelors/Family,Contact Owner
08/07/2022,11000,2,1,800,1 out of 2,Super Area,Perungudi,Chennai,Unfurnished,Bachelors/Family,Contact Owner
08/07/2022,40000,3,3,1600,1 out of 2,Super Area,Raja Annamalai Puram,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
31/05/2022,15000,2,2,700,1 out of 2,Carpet Area,Choolaimedu,Chennai,Unfurnished,Bachelors,Contact Agent
12/05/2022,8000,2,2,800,1 out of 2,Super Area,Kayarambedu,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
06/07/2022,34000,3,3,2120,9 out of 18,Super Area,Siruseri,Chennai,Furnished,Bachelors/Family,Contact Owner
22/06/2022,7500,1,1,560,2 out of 4,Super Area,Khurunjis zinnia Apartment Homes at Thambaram west,Chennai,Unfurnished,Bachelors/Family,Contact Owner
13/05/2022,14000,1,1,420,1 out of 1,Carpet Area,Mambalam West,Chennai,Unfurnished,Bachelors,Contact Owner
21/06/2022,15000,2,2,1000,1 out of 2,Built Area,"Chromepet, GST Road",Chennai,Furnished,Bachelors/Family,Contact Owner
20/05/2022,21000,3,3,1330,1 out of 2,Super Area,AGS Colony-Velachery,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
22/06/2022,12000,3,2,930,2 out of 8,Super Area,"Kelambakkam, Old Mahabalipuram Road",Chennai,Semi-Furnished,Family,Contact Owner
06/07/2022,75000,3,3,1900,3 out of 3,Carpet Area,Gopalapuram,Chennai,Semi-Furnished,Family,Contact Agent
12/05/2022,15000,2,2,1200,1 out of 3,Super Area,Pallikaranai,Chennai,Furnished,Bachelors/Family,Contact Owner
12/05/2022,6000,1,1,350,Ground out of 2,Super Area,"Tambaram, GST Road",Chennai,Unfurnished,Bachelors/Family,Contact Owner
20/05/2022,20500,3,1,1000,Ground out of 3,Super Area,Virugambakkam,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
06/07/2022,13500,2,2,1210,14 out of 29,Super Area,"Padur, Old Mahabalipuram Road",Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
06/05/2022,10000,2,2,750,Ground out of 1,Carpet Area,Pattabiram,Chennai,Unfurnished,Bachelors/Family,Contact Owner
08/07/2022,15000,3,3,1150,1 out of 2,Carpet Area,Pallavaram,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
16/05/2022,11000,2,2,800,1 out of 1,Carpet Area,East Coast Road,Chennai,Unfurnished,Family,Contact Owner
30/06/2022,12000,2,2,930,1 out of 4,Carpet Area,Tiruvallur,Chennai,Furnished,Family,Contact Owner
15/05/2022,15000,2,2,2800,Lower Basement out of 1,Carpet Area,Pudur,Chennai,Unfurnished,Family,Contact Owner
06/07/2022,20000,2,2,800,13 out of 17,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Family,Contact Agent
06/05/2022,24000,2,2,850,Ground out of 3,Super Area,Mylapore,Chennai,Unfurnished,Bachelors/Family,Contact Owner
16/05/2022,16000,2,2,650,2 out of 3,Super Area,Mylapore,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
22/06/2022,10000,2,1,770,1 out of 2,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Unfurnished,Family,Contact Owner
08/07/2022,30000,3,3,1800,1 out of 2,Carpet Area,"Villivakkam, Jawaharlal Nehru Road",Chennai,Semi-Furnished,Bachelors,Contact Owner
25/06/2022,26000,3,2,1100,4 out of 4,Carpet Area,Jafferkhanpet,Chennai,Semi-Furnished,Bachelors/Family,Contact Agent
12/05/2022,10000,2,2,950,2 out of 3,Super Area,Anakaputhur,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,15000,3,2,1250,2 out of 3,Super Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
22/06/2022,9000,1,1,400,Ground out of 3,Super Area,Mylapore,Chennai,Unfurnished,Bachelors/Family,Contact Owner
06/07/2022,9000,2,2,575,1 out of 2,Carpet Area,"Mappedu, Selaiyur",Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
08/06/2022,15000,2,2,1234,1 out of 14,Super Area,Medavakkam,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
05/07/2022,12000,2,2,870,2 out of 2,Carpet Area,Ambattur,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
02/07/2022,20000,2,2,1162,2 out of 4,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors/Family,Contact Agent
22/06/2022,15000,3,3,2200,1 out of 2,Super Area,Irumbuliyur,Chennai,Unfurnished,Bachelors,Contact Owner
16/06/2022,8000,1,1,500,1 out of 1,Super Area,Sadasiva Nagar Madipakkam,Chennai,Unfurnished,Bachelors/Family,Contact Owner
22/06/2022,13000,3,1,900,1 out of 4,Super Area,Perambur,Chennai,Unfurnished,Bachelors/Family,Contact Owner
02/07/2022,6800,1,1,600,1 out of 3,Super Area,New Perungalathur,Chennai,Unfurnished,Bachelors/Family,Contact Owner
07/06/2022,9000,2,1,600,1 out of 3,Super Area,Ayanavaram,Chennai,Furnished,Bachelors/Family,Contact Owner
27/06/2022,14000,3,3,1600,Ground out of 2,Carpet Area,Mathur,Chennai,Furnished,Bachelors/Family,Contact Owner
20/05/2022,55000,4,4,2400,1 out of 3,Carpet Area,Thiruvanmiyur,Chennai,Unfurnished,Bachelors/Family,Contact Agent
05/07/2022,50000,3,3,1600,2 out of 3,Carpet Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors,Contact Agent
14/06/2022,8000,1,1,400,Upper Basement out of 2,Carpet Area,"Venkateshwara Nagar, Ramapuram, PH Road",Chennai,Unfurnished,Bachelors/Family,Contact Owner
14/06/2022,16000,2,2,1000,1 out of 3,Super Area,Kodambakkam,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
28/05/2022,15000,2,2,600,8 out of 18,Carpet Area,villvam towers tnhb colony,Chennai,Unfurnished,Bachelors,Contact Owner
10/06/2022,15000,2,2,750,1 out of 2,Carpet Area,YES YES SARAS,Chennai,Unfurnished,Bachelors,Contact Owner
12/05/2022,15000,2,2,700,1 out of 2,Super Area,Thirumullaivoyal,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
02/06/2022,75000,4,5,2200,2 out of 3,Super Area,2nd Main Road,Chennai,Semi-Furnished,Family,Contact Owner
14/06/2022,9000,1,1,500,Ground out of 3,Super Area,KK Nagar,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
06/05/2022,6500,1,1,700,2 out of 3,Super Area,Ayappakkam,Chennai,Unfurnished,Bachelors/Family,Contact Owner
06/05/2022,17000,3,2,1480,3 out of 4,Super Area,Perumbakkam,Chennai,Furnished,Bachelors/Family,Contact Owner
10/07/2022,49000,3,3,1700,7 out of 15,Carpet Area,Sholinganallur,Chennai,Furnished,Bachelors,Contact Agent
06/05/2022,15000,2,2,830,Ground out of 2,Super Area,Mangadu,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
23/06/2022,25000,3,2,1425,2 out of 14,Carpet Area,"Perungalathur, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
06/07/2022,40000,3,3,1550,1 out of 3,Carpet Area,Mandaiveli,Chennai,Unfurnished,Bachelors,Contact Agent
30/04/2022,8000,1,1,200,Ground out of 2,Super Area,Annanagar East,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
10/07/2022,17500,2,2,1200,2 out of 2,Carpet Area,Anna Nagar West,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
08/07/2022,11000,3,2,800,Ground out of 3,Super Area,Medavakkam,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
04/06/2022,8500,3,3,1261,3 out of 4,Carpet Area,Thiruporur,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
28/06/2022,11000,2,2,425,Ground out of 2,Carpet Area,Old Washermanpet,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
29/05/2022,12500,2,2,940,10 out of 19,Super Area,Kazhipattur,Chennai,Unfurnished,Bachelors/Family,Contact Owner
14/06/2022,90000,3,3,2300,2 out of 4,Carpet Area,Gopalapuram,Chennai,Semi-Furnished,Bachelors,Contact Agent
17/06/2022,14000,2,2,700,2 out of 2,Super Area,"Thanikachalam Nagar, Ponniammanmedu",Chennai,Unfurnished,Bachelors/Family,Contact Owner
06/07/2022,150000,3,3,2400,2 out of 2,Carpet Area,"Kapaleeswarar Nagar, Neelankarai, E Coast Road",Chennai,Furnished,Bachelors/Family,Contact Agent
07/06/2022,25000,2,2,1145,4 out of 4,Super Area,Navalur,Chennai,Semi-Furnished,Bachelors,Contact Owner
22/06/2022,18000,2,2,750,1 out of 3,Super Area,"Padur, Old Mahabalipuram Road",Chennai,Semi-Furnished,Bachelors/Family,Contact Agent
22/05/2022,17000,3,3,1250,1 out of 3,Super Area,"Valasaravakkam, Arcot Road",Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
08/05/2022,8500,2,2,900,Ground out of 2,Super Area,Anakaputhur,Chennai,Unfurnished,Bachelors/Family,Contact Owner
10/07/2022,15000,3,2,800,1 out of 4,Carpet Area,Pudupakkam,Chennai,Semi-Furnished,Bachelors,Contact Owner
29/06/2022,22000,2,2,800,4 out of 4,Super Area,Ashok Nagar,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
25/06/2022,15000,2,2,900,Ground out of 1,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
16/05/2022,10000,2,1,600,1 out of 1,Super Area,Anna Nagar-Pammal,Chennai,Unfurnished,Bachelors/Family,Contact Owner
25/05/2022,5000,1,1,250,Ground out of 3,Super Area,"Aminjikarai, PH Road",Chennai,Unfurnished,Bachelors/Family,Contact Owner
05/07/2022,10000,2,2,910,Ground out of 1,Super Area,Mannivakkam,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
04/06/2022,15000,3,3,1350,1 out of 2,Super Area,Kovilambakkam,Chennai,Unfurnished,Bachelors/Family,Contact Owner
16/05/2022,34500,3,3,450,Ground out of 3,Carpet Area,Teynampet,Chennai,Semi-Furnished,Bachelors,Contact Owner
14/06/2022,8000,1,1,600,2 out of 3,Super Area,Velachery,Chennai,Unfurnished,Bachelors/Family,Contact Owner
14/06/2022,330000,3,3,3600,3 out of 4,Carpet Area,Madras Boat Club Road,Chennai,Semi-Furnished,Bachelors/Family,Contact Agent
29/05/2022,22000,2,2,800,Ground out of 1,Carpet Area,"R.A Puram, Mandaiveli",Chennai,Unfurnished,Family,Contact Owner
13/06/2022,13000,2,2,850,Ground out of 1,Carpet Area,AGS Colony-Velachery,Chennai,Unfurnished,Family,Contact Owner
06/07/2022,6500,2,2,1000,Ground out of 2,Super Area,"Tiruvallur, Kakkalur, Chennai",Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
02/07/2022,18000,2,2,900,1 out of 1,Carpet Area,Velachery,Chennai,Semi-Furnished,Bachelors,Contact Agent
12/05/2022,30000,3,3,2400,Ground out of 3,Super Area,Uthandi,Chennai,Furnished,Bachelors/Family,Contact Owner
02/07/2022,8500,1,1,400,Ground out of 1,Carpet Area,Dr Ranga Road,Chennai,Unfurnished,Bachelors/Family,Contact Owner
06/07/2022,20000,4,4,1900,5 out of 20,Carpet Area,Old Mahabalipuram Road,Chennai,Semi-Furnished,Family,Contact Agent
07/06/2022,12000,2,2,900,1 out of 2,Super Area,Kolathur,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
22/06/2022,18000,2,2,805,1 out of 3,Super Area,Gopalapuram,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
20/05/2022,19000,2,2,1200,1 out of 4,Super Area,"Saidapet West, Saidapet",Chennai,Unfurnished,Bachelors/Family,Contact Owner
12/05/2022,12000,2,2,800,2 out of 3,Super Area,Manikandan Nagar,Chennai,Furnished,Bachelors/Family,Contact Owner
27/06/2022,16000,3,2,1158,2 out of 4,Carpet Area,"Urapakkam, Vandalur R.F, GST Road",Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
10/06/2022,5700,1,1,400,Ground out of 3,Super Area,Redhills,Chennai,Unfurnished,Bachelors/Family,Contact Owner
12/05/2022,15000,1,1,450,2 out of 3,Super Area,Mylapore,Chennai,Unfurnished,Bachelors/Family,Contact Owner
27/06/2022,11000,2,2,960,1 out of 3,Super Area,Kovilambakkam,Chennai,Semi-Furnished,Family,Contact Owner
15/05/2022,17000,3,2,1400,10 out of 15,Super Area,Mambakkam,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,18000,2,2,970,Ground out of 3,Super Area,Thoraipakkam,Chennai,Furnished,Bachelors/Family,Contact Owner
12/05/2022,9500,2,2,1000,1 out of 2,Super Area,Old Washermanpet,Chennai,Unfurnished,Bachelors/Family,Contact Owner
29/04/2022,12000,2,2,900,1 out of 2,Carpet Area,Adambakkam,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
19/05/2022,8000,2,2,800,4 out of 4,Super Area,"Urapakkam, Vandalur R.F, GST Road",Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
04/07/2022,12000,2,1,1100,Ground out of 1,Carpet Area,New Perungalathur,Chennai,Semi-Furnished,Family,Contact Owner
12/05/2022,16000,2,2,800,1 out of 3,Super Area,Thiruvanmiyur,Chennai,Unfurnished,Bachelors/Family,Contact Owner
12/05/2022,8000,2,1,800,1 out of 3,Super Area,Poonamalle,Chennai,Unfurnished,Bachelors/Family,Contact Owner
01/05/2022,10000,2,2,898,7 out of 14,Super Area,Kalavakkam,Chennai,Semi-Furnished,Family,Contact Owner
02/07/2022,15000,2,2,800,Ground out of 2,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
10/06/2022,7500,2,1,600,1 out of 2,Super Area,Vandalur,Chennai,Unfurnished,Bachelors/Family,Contact Owner
02/07/2022,30000,3,3,2000,1 out of 1,Carpet Area,rgl bungalows,Chennai,Furnished,Bachelors/Family,Contact Owner
04/06/2022,16000,2,2,870,3 out of 3,Super Area,Chennai,Chennai,Unfurnished,Bachelors/Family,Contact Owner
06/07/2022,14000,2,2,1100,17 out of 20,Carpet Area,Old Mahabalipuram Road,Chennai,Semi-Furnished,Family,Contact Agent
01/05/2022,10000,2,2,650,1 out of 2,Carpet Area,Near Jeyachandran textiles,Chennai,Unfurnished,Bachelors/Family,Contact Owner
06/07/2022,25000,3,2,1100,5 out of 18,Carpet Area,"Korattur, Jawaharlal Nehru Road",Chennai,Unfurnished,Bachelors,Contact Agent
30/05/2022,11500,2,2,1250,Ground out of 2,Carpet Area,S.Kolathur,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
08/07/2022,11000,2,2,1145,1 out of 3,Super Area,Ambattur,Chennai,Unfurnished,Bachelors/Family,Contact Owner
18/06/2022,10000,2,2,780,2 out of 3,Super Area,Madipakkam,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
22/06/2022,7000,1,1,680,1 out of 3,Super Area,"Kelambakkam, Old Mahabalipuram Road",Chennai,Unfurnished,Bachelors/Family,Contact Owner
16/05/2022,18000,2,2,860,2 out of 3,Super Area,Ashok Nagar,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
29/06/2022,7500,1,1,600,1 out of 2,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Unfurnished,Bachelors/Family,Contact Owner
29/06/2022,7500,2,1,750,Ground out of 2,Carpet Area,Oragadam,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
29/06/2022,12000,2,2,800,2 out of 2,Super Area,Chitlapakkam,Chennai,Unfurnished,Bachelors/Family,Contact Owner
29/06/2022,12000,2,2,570,Ground out of 2,Carpet Area,"Perungalathur, Chennai Bypass Road",Chennai,Unfurnished,Bachelors/Family,Contact Owner
20/05/2022,40000,2,2,1150,2 out of 4,Super Area,Raja Annamalai Puram,Chennai,Furnished,Bachelors/Family,Contact Owner
18/06/2022,5000,1,1,350,Ground out of 1,Super Area,Kolathur,Chennai,Unfurnished,Bachelors/Family,Contact Owner
22/06/2022,20000,2,2,894,4 out of 4,Super Area,Tiruvenkadam Nagar,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
29/06/2022,6500,1,1,600,Ground out of 2,Super Area,Perambur,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
29/06/2022,12000,3,2,900,Ground out of 2,Super Area,Anakaputhur,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
29/06/2022,12000,1,1,550,Ground out of 3,Super Area,"Purasawalkam, PH Road",Chennai,Unfurnished,Bachelors/Family,Contact Owner
02/06/2022,14000,2,2,717,1 out of 3,Super Area,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
20/05/2022,13000,2,2,660,Ground out of 2,Carpet Area,Virugambakkam,Chennai,Semi-Furnished,Family,Contact Agent
31/05/2022,9000,1,1,700,1 out of 2,Carpet Area,Sivalingapuram,Chennai,Semi-Furnished,Family,Contact Owner
05/06/2022,10000,1,1,800,Ground out of 3,Super Area,Navalur,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
29/06/2022,15000,3,2,1070,1 out of 3,Super Area,Medavakkam,Chennai,Unfurnished,Family,Contact Owner
29/06/2022,15000,2,2,1000,Ground out of 4,Super Area,Anna Nagar West Extension,Chennai,Semi-Furnished,Family,Contact Owner
29/06/2022,19000,2,2,1500,Ground out of 1,Super Area,Porur,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
29/06/2022,15000,2,2,900,1 out of 2,Super Area,Velachery,Chennai,Unfurnished,Bachelors/Family,Contact Owner
29/06/2022,16000,2,2,1700,1 out of 2,Super Area,Pallikaranai,Chennai,Unfurnished,Bachelors/Family,Contact Owner
20/05/2022,12000,2,2,900,Ground out of 3,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
25/06/2022,11000,2,2,805,Ground out of 3,Super Area,"Madhavaram, Guntur Chennai Highway",Chennai,Unfurnished,Bachelors/Family,Contact Owner
29/06/2022,8000,2,2,750,Ground out of 1,Super Area,Kovur,Chennai,Unfurnished,Bachelors/Family,Contact Owner
26/05/2022,10000,2,2,1000,2 out of 2,Super Area,"Singaperumal Koil, Tiruchi Chennai Highway",Chennai,Furnished,Bachelors/Family,Contact Owner
02/06/2022,70000,3,3,1500,1 out of 4,Carpet Area,T Nagar,Chennai,Furnished,Bachelors/Family,Contact Owner
22/06/2022,45000,3,3,3200,Ground out of 2,Super Area,"Panaiyur, E Coast Road",Chennai,Unfurnished,Bachelors/Family,Contact Owner
28/05/2022,60000,3,3,1700,7 out of 11,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Bachelors/Family,Contact Agent
13/06/2022,12000,2,2,1000,2 out of 2,Super Area,Maduravoyal,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
27/05/2022,80000,3,3,2036,6 out of 11,Super Area,Mandaiveli,Chennai,Semi-Furnished,Bachelors,Contact Agent
06/07/2022,23999,2,1,610,4 out of 4,Carpet Area,"Kannan Colony, Pazhavanthangal",Chennai,Furnished,Bachelors/Family,Contact Agent
25/05/2022,23000,2,2,1100,2 out of 3,Super Area,Thoraipakkam,Chennai,Furnished,Bachelors/Family,Contact Owner
30/04/2022,16000,2,2,900,2 out of 2,Carpet Area,Thirumangalam-Anna Nagar West,Chennai,Semi-Furnished,Bachelors,Contact Owner
